0.00158,BAD,02/07/2005,0.00158,2005-07-02,-1071607778,0,Row yielded no match during lookup.

0.00158,BAD,03/07/2005,0.00158,2005-07-03,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,04/07/2005,0.00157,2005-07-04,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,05/07/2005,0.00157,2005-07-05,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,06/07/2005,0.00157,2005-07-06,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,07/07/2005,0.00157,2005-07-07,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,08/07/2005,0.00157,2005-07-08,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,09/07/2005,0.00157,2005-07-09,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,10/07/2005,0.00157,2005-07-10,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,11/07/2005,0.00157,2005-07-11,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,12/07/2005,0.00157,2005-07-12,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,13/07/2005,0.00157,2005-07-13,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,14/07/2005,0.00157,2005-07-14,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,15/07/2005,0.00157,2005-07-15,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,16/07/2005,0.00157,2005-07-16,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,17/07/2005,0.00157,2005-07-17,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,18/07/2005,0.00157,2005-07-18,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,19/07/2005,0.00157,2005-07-19,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,20/07/2005,0.00157,2005-07-20,-1071607778,0,Row yielded no match during lookup.

0.00157,BAD,21/07/2005,0.00157,2005-07-21,-1071607778,0,Row yielded no match during lookup.

